item,amount,url,price,max_spend,item_id,official_ge_url,trade_volume,error
Hair,1000,https://runescape.wiki/w/Exchange:Hair,5063,5063000,10814,https://secure.runescape.com/m=itemdb_rs/Hair/viewitem?obj=10814,,No trade180.push entries found in response text
Off-hand adamant knife,10000,https://runescape.wiki/w/Exchange:Off-hand_adamant_knife,506,5060000,25900,https://secure.runescape.com/m=itemdb_rs/Off-hand+adamant+knife/viewitem?obj=25900,,No trade180.push entries found in response text
Steel armour set + 1 (lg),100,https://runescape.wiki/w/Exchange:Steel_armour_set_%2B_1_(lg),50599,5059900,44628,https://secure.runescape.com/m=itemdb_rs/Steel+armour+set+%2B+1+%28lg%29/viewitem?obj=44628,,No trade180.push entries found in response text
Pinata sombrero,2,https://runescape.wiki/w/Exchange:Pinata_sombrero,2524977,5049954,36204,https://secure.runescape.com/m=itemdb_rs/Pinata+sombrero/viewitem?obj=36204,1,
Gilded bench (flatpack),100,https://runescape.wiki/w/Exchange:Gilded_bench_(flatpack),50436,5043600,8574,https://secure.runescape.com/m=itemdb_rs/Gilded+bench+%28flatpack%29/viewitem?obj=8574,,No trade180.push entries found in response text
Raw ghostly sole,20000,https://runescape.wiki/w/Exchange:Raw_ghostly_sole,252,5040000,55302,https://secure.runescape.com/m=itemdb_rs/Raw+ghostly+sole/viewitem?obj=55302,,No trade180.push entries found in response text
Guthix rest flask (5),1000,https://runescape.wiki/w/Exchange:Guthix_rest_flask_(5),5033,5033000,29450,https://secure.runescape.com/m=itemdb_rs/Guthix+rest+flask+%285%29/viewitem?obj=29450,,No trade180.push entries found in response text
Primal Pickaxe (Red) Token,2,https://runescape.wiki/w/Exchange:Primal_Pickaxe_(Red)_Token,2510771,5021542,60039,https://secure.runescape.com/m=itemdb_rs/Primal+Pickaxe+%28Red%29+Token/viewitem?obj=60039,,No trade180.push entries found in response text
Rune platebody + 1,100,https://runescape.wiki/w/Exchange:Rune_platebody_%2B_1,50155,5015500,46879,https://secure.runescape.com/m=itemdb_rs/Rune+platebody+%2B+1/viewitem?obj=46879,117,
Orikalkum kiteshield + 1,100,https://runescape.wiki/w/Exchange:Orikalkum_kiteshield_%2B_1,50139,5013900,46633,https://secure.runescape.com/m=itemdb_rs/Orikalkum+kiteshield+%2B+1/viewitem?obj=46633,,No trade180.push entries found in response text
Super mining potion (3),1000,https://runescape.wiki/w/Exchange:Super_mining_potion_(3),5012,5012000,52452,https://secure.runescape.com/m=itemdb_rs/Super+mining+potion+%283%29/viewitem?obj=52452,,No trade180.push entries found in response text
Asciatops meat,1000,https://runescape.wiki/w/Exchange:Asciatops_meat,5011,5011000,47966,https://secure.runescape.com/m=itemdb_rs/Asciatops+meat/viewitem?obj=47966,,No trade180.push entries found in response text
Watermelon parasol,2,https://runescape.wiki/w/Exchange:Watermelon_parasol,2503835,5007670,37870,https://secure.runescape.com/m=itemdb_rs/Watermelon+parasol/viewitem?obj=37870,,No trade180.push entries found in response text
Enhanced kerapac's wristwraps shard,120,https://runescape.wiki/w/Exchange:Enhanced_kerapac%27s_wristwraps_shard,41666,4999920,52038,https://secure.runescape.com/m=itemdb_rs/Enhanced+kerapac%27s+wristwraps+shard/viewitem?obj=52038,0,
Kerapac's wristwraps shard,120,https://runescape.wiki/w/Exchange:Kerapac%27s_wristwraps_shard,41666,4999920,51769,https://secure.runescape.com/m=itemdb_rs/Kerapac%27s+wristwraps+shard/viewitem?obj=51769,,No trade180.push entries found in response text
Axeman's folly (m),100,https://runescape.wiki/w/Exchange:Axeman%27s_folly_(m),49999,4999900,5753,https://secure.runescape.com/m=itemdb_rs/Axeman%27s+folly+%28m%29/viewitem?obj=5753,,No trade180.push entries found in response text
Elysian sigil shard,120,https://runescape.wiki/w/Exchange:Elysian_sigil_shard,41571,4988520,30056,https://secure.runescape.com/m=itemdb_rs/Elysian+sigil+shard/viewitem?obj=30056,,No trade180.push entries found in response text
Oaken key,1000,https://runescape.wiki/w/Exchange:Oaken_key,4977,4977000,60394,https://secure.runescape.com/m=itemdb_rs/Oaken+key/viewitem?obj=60394,1008,
Catalyst Pickaxe token,2,https://runescape.wiki/w/Exchange:Catalyst_Pickaxe_token,2486828,4973656,59841,https://secure.runescape.com/m=itemdb_rs/Catalyst+Pickaxe+token/viewitem?obj=59841,,No trade180.push entries found in response text
'Hydrix' title scroll,2,https://runescape.wiki/w/Exchange:%27Hydrix%27_title_scroll,2474205,4948410,58585,https://secure.runescape.com/m=itemdb_rs/%27Hydrix%27+title+scroll/viewitem?obj=58585,,No trade180.push entries found in response text
Necromancy potion (4),1000,https://runescape.wiki/w/Exchange:Necromancy_potion_(4),4948,4948000,55308,https://secure.runescape.com/m=itemdb_rs/Necromancy+potion+%284%29/viewitem?obj=55308,,No trade180.push entries found in response text
Leather vambraces,5000,https://runescape.wiki/w/Exchange:Leather_vambraces,988,4940000,1063,https://secure.runescape.com/m=itemdb_rs/Leather+vambraces/viewitem?obj=1063,,No trade180.push entries found in response text
Opal,5000,https://runescape.wiki/w/Exchange:Opal,988,4940000,1609,https://secure.runescape.com/m=itemdb_rs/Opal/viewitem?obj=1609,,No trade180.push entries found in response text
Demonic title scroll (rending),2,https://runescape.wiki/w/Exchange:Demonic_title_scroll_(rending),2467924,4935848,33958,https://secure.runescape.com/m=itemdb_rs/Demonic+title+scroll+%28rending%29/viewitem?obj=33958,0,
Fertile honeycomb,5000,https://runescape.wiki/w/Exchange:Fertile_honeycomb,986,4930000,52834,https://secure.runescape.com/m=itemdb_rs/Fertile+honeycomb/viewitem?obj=52834,,No trade180.push entries found in response text
Barbarian assault ticket - hard wave 10,10,https://runescape.wiki/w/Exchange:Barbarian_assault_ticket_-_hard_wave_10,492601,4926010,31908,https://secure.runescape.com/m=itemdb_rs/Barbarian+assault+ticket+-+hard+wave+10/viewitem?obj=31908,,No trade180.push entries found in response text
Bull ant pouch,5000,https://runescape.wiki/w/Exchange:Bull_ant_pouch,984,4920000,12087,https://secure.runescape.com/m=itemdb_rs/Bull+ant+pouch/viewitem?obj=12087,,No trade180.push entries found in response text
Flowers (mixed),1000,https://runescape.wiki/w/Exchange:Flowers_(mixed),4909,4909000,2472,https://secure.runescape.com/m=itemdb_rs/Flowers+%28mixed%29/viewitem?obj=2472,,No trade180.push entries found in response text
Prayer potion (4),1000,https://runescape.wiki/w/Exchange:Prayer_potion_(4),4908,4908000,2434,https://secure.runescape.com/m=itemdb_rs/Prayer+potion+%284%29/viewitem?obj=2434,,No trade180.push entries found in response text
Raw minnow,10000,https://runescape.wiki/w/Exchange:Raw_minnow,489,4890000,30076,https://secure.runescape.com/m=itemdb_rs/Raw+minnow/viewitem?obj=30076,,No trade180.push entries found in response text
Black 2h sword,1000,https://runescape.wiki/w/Exchange:Black_2h_sword,4885,4885000,1313,https://secure.runescape.com/m=itemdb_rs/Black+2h+sword/viewitem?obj=1313,1331,
Super ranging mix (2),1000,https://runescape.wiki/w/Exchange:Super_ranging_mix_(2),4884,4884000,11509,https://secure.runescape.com/m=itemdb_rs/Super+ranging+mix+%282%29/viewitem?obj=11509,,No trade180.push entries found in response text
Rune 2h sword + 1,100,https://runescape.wiki/w/Exchange:Rune_2h_sword_%2B_1,48826,4882600,46829,https://secure.runescape.com/m=itemdb_rs/Rune+2h+sword+%2B+1/viewitem?obj=46829,,No trade180.push entries found in response text
Mud pie,1000,https://runescape.wiki/w/Exchange:Mud_pie,4881,4881000,7170,https://secure.runescape.com/m=itemdb_rs/Mud+pie/viewitem?obj=7170,,No trade180.push entries found in response text
Raw bird meat,10000,https://runescape.wiki/w/Exchange:Raw_bird_meat,487,4870000,9978,https://secure.runescape.com/m=itemdb_rs/Raw+bird+meat/viewitem?obj=9978,741189,
Weapon poison flask (5),1000,https://runescape.wiki/w/Exchange:Weapon_poison_flask_(5),4860,4860000,25511,https://secure.runescape.com/m=itemdb_rs/Weapon+poison+flask+%285%29/viewitem?obj=25511,,No trade180.push entries found in response text
Statius's platebody,10,https://runescape.wiki/w/Exchange:Statius%27s_platebody,485284,4852840,13884,https://secure.runescape.com/m=itemdb_rs/Statius%27s+platebody/viewitem?obj=13884,,No trade180.push entries found in response text
Vesta's chainbody,10,https://runescape.wiki/w/Exchange:Vesta%27s_chainbody,485067,4850670,13887,https://secure.runescape.com/m=itemdb_rs/Vesta%27s+chainbody/viewitem?obj=13887,,No trade180.push entries found in response text
Orb of the cywir elders shard,240,https://runescape.wiki/w/Exchange:Orb_of_the_cywir_elders_shard,20205,4849200,40602,https://secure.runescape.com/m=itemdb_rs/Orb+of+the+cywir+elders+shard/viewitem?obj=40602,,No trade180.push entries found in response text
Rune kiteshield + 1,100,https://runescape.wiki/w/Exchange:Rune_kiteshield_%2B_1,48484,4848400,46909,https://secure.runescape.com/m=itemdb_rs/Rune+kiteshield+%2B+1/viewitem?obj=46909,,No trade180.push entries found in response text
Captain Deathbeard's Hat token,2,https://runescape.wiki/w/Exchange:Captain_Deathbeard%27s_Hat_token,2422234,4844468,54622,https://secure.runescape.com/m=itemdb_rs/Captain+Deathbeard%27s+Hat+token/viewitem?obj=54622,2,
Stone of binding,10,https://runescape.wiki/w/Exchange:Stone_of_binding,484382,4843820,28628,https://secure.runescape.com/m=itemdb_rs/Stone+of+binding/viewitem?obj=28628,,No trade180.push entries found in response text
Treasure dive teleport token,2,https://runescape.wiki/w/Exchange:Treasure_dive_teleport_token,2421910,4843820,44432,https://secure.runescape.com/m=itemdb_rs/Treasure+dive+teleport+token/viewitem?obj=44432,,No trade180.push entries found in response text
Off-hand black scimitar,1000,https://runescape.wiki/w/Exchange:Off-hand_black_scimitar,4835,4835000,25749,https://secure.runescape.com/m=itemdb_rs/Off-hand+black+scimitar/viewitem?obj=25749,,No trade180.push entries found in response text
Karil's crossbow (broken),10,https://runescape.wiki/w/Exchange:Karil%27s_crossbow_(broken),483302,4833020,4938,https://secure.runescape.com/m=itemdb_rs/Karil%27s+crossbow+%28broken%29/viewitem?obj=4938,0,
Summerdown ewe (unchecked),100,https://runescape.wiki/w/Exchange:Summerdown_ewe_(unchecked),48311,4831100,43629,https://secure.runescape.com/m=itemdb_rs/Summerdown+ewe+%28unchecked%29/viewitem?obj=43629,,No trade180.push entries found in response text
Spicati apoterrasaur meat,1000,https://runescape.wiki/w/Exchange:Spicati_apoterrasaur_meat,4830,4830000,47962,https://secure.runescape.com/m=itemdb_rs/Spicati+apoterrasaur+meat/viewitem?obj=47962,,No trade180.push entries found in response text
Super cooking potion (4),1000,https://runescape.wiki/w/Exchange:Super_cooking_potion_(4),4824,4824000,49000,https://secure.runescape.com/m=itemdb_rs/Super+cooking+potion+%284%29/viewitem?obj=49000,,No trade180.push entries found in response text
Leather cowl,5000,https://runescape.wiki/w/Exchange:Leather_cowl,963,4815000,1167,https://secure.runescape.com/m=itemdb_rs/Leather+cowl/viewitem?obj=1167,404,
Lime,1000,https://runescape.wiki/w/Exchange:Lime,4811,4811000,2120,https://secure.runescape.com/m=itemdb_rs/Lime/viewitem?obj=2120,,No trade180.push entries found in response text
Spring,1000,https://runescape.wiki/w/Exchange:Spring,4811,4811000,31613,https://secure.runescape.com/m=itemdb_rs/Spring/viewitem?obj=31613,,No trade180.push entries found in response text
Archer helm,100,https://runescape.wiki/w/Exchange:Archer_helm,48014,4801400,3749,https://secure.runescape.com/m=itemdb_rs/Archer+helm/viewitem?obj=3749,,No trade180.push entries found in response text
'Dragonstone' title scroll,2,https://runescape.wiki/w/Exchange:%27Dragonstone%27_title_scroll,2400025,4800050,58581,https://secure.runescape.com/m=itemdb_rs/%27Dragonstone%27+title+scroll/viewitem?obj=58581,,No trade180.push entries found in response text
Bane armoured boots + 1,100,https://runescape.wiki/w/Exchange:Bane_armoured_boots_%2B_1,47904,4790400,45274,https://secure.runescape.com/m=itemdb_rs/Bane+armoured+boots+%2B+1/viewitem?obj=45274,,No trade180.push entries found in response text
Manta ray bait,100,https://runescape.wiki/w/Exchange:Manta_ray_bait,47783,4778300,42239,https://secure.runescape.com/m=itemdb_rs/Manta+ray+bait/viewitem?obj=42239,4,
Grimy irit,10000,https://runescape.wiki/w/Exchange:Grimy_irit,477,4770000,209,https://secure.runescape.com/m=itemdb_rs/Grimy+irit/viewitem?obj=209,,No trade180.push entries found in response text
Cottontail knight upper body token,25,https://runescape.wiki/w/Exchange:Cottontail_knight_upper_body_token,190693,4767325,47752,https://secure.runescape.com/m=itemdb_rs/Cottontail+knight+upper+body+token/viewitem?obj=47752,,No trade180.push entries found in response text
Rosemary,1000,https://runescape.wiki/w/Exchange:Rosemary,4758,4758000,6014,https://secure.runescape.com/m=itemdb_rs/Rosemary/viewitem?obj=6014,,No trade180.push entries found in response text
Cooking flask (6),1000,https://runescape.wiki/w/Exchange:Cooking_flask_(6),4756,4756000,48590,https://secure.runescape.com/m=itemdb_rs/Cooking+flask+%286%29/viewitem?obj=48590,,No trade180.push entries found in response text
Rune chainbody + 1,100,https://runescape.wiki/w/Exchange:Rune_chainbody_%2B_1,47550,4755000,46889,https://secure.runescape.com/m=itemdb_rs/Rune+chainbody+%2B+1/viewitem?obj=46889,,No trade180.push entries found in response text
Shrimps,10000,https://runescape.wiki/w/Exchange:Shrimps,475,4750000,315,https://secure.runescape.com/m=itemdb_rs/Shrimps/viewitem?obj=315,8153,
Giant crayfish,10000,https://runescape.wiki/w/Exchange:Giant_crayfish,474,4740000,60682,https://secure.runescape.com/m=itemdb_rs/Giant+crayfish/viewitem?obj=60682,,No trade180.push entries found in response text
Elemental battlestaff,2,https://runescape.wiki/w/Exchange:Elemental_battlestaff,2365414,4730828,41885,https://secure.runescape.com/m=itemdb_rs/Elemental+battlestaff/viewitem?obj=41885,,No trade180.push entries found in response text
Smoke Devil scroll (Dust Cloud),5000,https://runescape.wiki/w/Exchange:Smoke_Devil_scroll_(Dust_Cloud),945,4725000,12468,https://secure.runescape.com/m=itemdb_rs/Smoke+Devil+scroll+%28Dust+Cloud%29/viewitem?obj=12468,,No trade180.push entries found in response text
Scentless flask (6),100,https://runescape.wiki/w/Exchange:Scentless_flask_(6),47222,4722200,23167,https://secure.runescape.com/m=itemdb_rs/Scentless+flask+%286%29/viewitem?obj=23167,,No trade180.push entries found in response text
Torstol seed,1000,https://runescape.wiki/w/Exchange:Torstol_seed,4716,4716000,5304,https://secure.runescape.com/m=itemdb_rs/Torstol+seed/viewitem?obj=5304,,No trade180.push entries found in response text
Rune pickaxe + 1,100,https://runescape.wiki/w/Exchange:Rune_pickaxe_%2B_1,47140,4714000,46942,https://secure.runescape.com/m=itemdb_rs/Rune+pickaxe+%2B+1/viewitem?obj=46942,4,
Crystal legs,5,https://runescape.wiki/w/Exchange:Crystal_legs,940980,4704900,35408,https://secure.runescape.com/m=itemdb_rs/Crystal+legs/viewitem?obj=35408,,No trade180.push entries found in response text
Archaeology flask (6),100,https://runescape.wiki/w/Exchange:Archaeology_flask_(6),46861,4686100,50819,https://secure.runescape.com/m=itemdb_rs/Archaeology+flask+%286%29/viewitem?obj=50819,,No trade180.push entries found in response text
Rune sword + 1,100,https://runescape.wiki/w/Exchange:Rune_sword_%2B_1,46858,4685800,46709,https://secure.runescape.com/m=itemdb_rs/Rune+sword+%2B+1/viewitem?obj=46709,,No trade180.push entries found in response text
Blade of avaryss shard,240,https://runescape.wiki/w/Exchange:Blade_of_avaryss_shard,19504,4680960,37097,https://secure.runescape.com/m=itemdb_rs/Blade+of+avaryss+shard/viewitem?obj=37097,,No trade180.push entries found in response text
Captain Deathbeard's Doublet token,2,https://runescape.wiki/w/Exchange:Captain_Deathbeard%27s_Doublet_token,2337337,4674674,54623,https://secure.runescape.com/m=itemdb_rs/Captain+Deathbeard%27s+Doublet+token/viewitem?obj=54623,1,
Steel 2h crossbow,1000,https://runescape.wiki/w/Exchange:Steel_2h_crossbow,4671,4671000,25923,https://secure.runescape.com/m=itemdb_rs/Steel+2h+crossbow/viewitem?obj=25923,,No trade180.push entries found in response text
Dragonstone necklace,500,https://runescape.wiki/w/Exchange:Dragonstone_necklace,9340,4670000,1664,https://secure.runescape.com/m=itemdb_rs/Dragonstone+necklace/viewitem?obj=1664,,No trade180.push entries found in response text
Maple plank,10000,https://runescape.wiki/w/Exchange:Maple_plank,467,4670000,54862,https://secure.runescape.com/m=itemdb_rs/Maple+plank/viewitem?obj=54862,,No trade180.push entries found in response text
Corbicula rex meat,1000,https://runescape.wiki/w/Exchange:Corbicula_rex_meat,4663,4663000,47970,https://secure.runescape.com/m=itemdb_rs/Corbicula+rex+meat/viewitem?obj=47970,,No trade180.push entries found in response text
Hydrix bakriminel bolts,1000,https://runescape.wiki/w/Exchange:Hydrix_bakriminel_bolts,4662,4662000,41684,https://secure.runescape.com/m=itemdb_rs/Hydrix+bakriminel+bolts/viewitem?obj=41684,224,
Super necromancy (1),1000,https://runescape.wiki/w/Exchange:Super_necromancy_(1),4645,4645000,55322,https://secure.runescape.com/m=itemdb_rs/Super+necromancy+%281%29/viewitem?obj=55322,,No trade180.push entries found in response text
Polar camo top,100,https://runescape.wiki/w/Exchange:Polar_camo_top,46358,4635800,10065,https://secure.runescape.com/m=itemdb_rs/Polar+camo+top/viewitem?obj=10065,,No trade180.push entries found in response text
Carrallangar teleport (item),1000,https://runescape.wiki/w/Exchange:Carrallangar_teleport_(item),4635,4635000,38468,https://secure.runescape.com/m=itemdb_rs/Carrallangar+teleport+%28item%29/viewitem?obj=38468,,No trade180.push entries found in response text
Orikalkum full helm + 2,100,https://runescape.wiki/w/Exchange:Orikalkum_full_helm_%2B_2,46349,4634900,46597,https://secure.runescape.com/m=itemdb_rs/Orikalkum+full+helm+%2B+2/viewitem?obj=46597,0,
Reinforcing plate,10,https://runescape.wiki/w/Exchange:Reinforcing_plate,463223,4632230,30028,https://secure.runescape.com/m=itemdb_rs/Reinforcing+plate/viewitem?obj=30028,,No trade180.push entries found in response text
Mithril armour set (sk),100,https://runescape.wiki/w/Exchange:Mithril_armour_set_(sk),46278,4627800,11832,https://secure.runescape.com/m=itemdb_rs/Mithril+armour+set+%28sk%29/viewitem?obj=11832,,No trade180.push entries found in response text
Wand of the cywir elders shard,240,https://runescape.wiki/w/Exchange:Wand_of_the_cywir_elders_shard,19209,4610160,37087,https://secure.runescape.com/m=itemdb_rs/Wand+of+the+cywir+elders+shard/viewitem?obj=37087,,No trade180.push entries found in response text
Ring of Wealth,500,https://runescape.wiki/w/Exchange:Ring_of_Wealth,9215,4607500,2572,https://secure.runescape.com/m=itemdb_rs/Ring+of+Wealth/viewitem?obj=2572,,No trade180.push entries found in response text
Yak tuft,5000,https://runescape.wiki/w/Exchange:Yak_tuft,921,4605000,43991,https://secure.runescape.com/m=itemdb_rs/Yak+tuft/viewitem?obj=43991,,No trade180.push entries found in response text
Dragonstone bracelet,500,https://runescape.wiki/w/Exchange:Dragonstone_bracelet,9200,4600000,11115,https://secure.runescape.com/m=itemdb_rs/Dragonstone+bracelet/viewitem?obj=11115,154193,
Summerdown ram (unchecked),100,https://runescape.wiki/w/Exchange:Summerdown_ram_(unchecked),45976,4597600,43647,https://secure.runescape.com/m=itemdb_rs/Summerdown+ram+%28unchecked%29/viewitem?obj=43647,,No trade180.push entries found in response text
Apples (5),1000,https://runescape.wiki/w/Exchange:Apples_(5),4593,4593000,5386,https://secure.runescape.com/m=itemdb_rs/Apples+%285%29/viewitem?obj=5386,,No trade180.push entries found in response text
Super defence (2),1000,https://runescape.wiki/w/Exchange:Super_defence_(2),4592,4592000,165,https://secure.runescape.com/m=itemdb_rs/Super+defence+%282%29/viewitem?obj=165,,No trade180.push entries found in response text
Black chainbody,1000,https://runescape.wiki/w/Exchange:Black_chainbody,4591,4591000,1107,https://secure.runescape.com/m=itemdb_rs/Black+chainbody/viewitem?obj=1107,11,
Perfect juju agility flask (6),100,https://runescape.wiki/w/Exchange:Perfect_juju_agility_flask_(6),45831,4583100,32907,https://secure.runescape.com/m=itemdb_rs/Perfect+juju+agility+flask+%286%29/viewitem?obj=32907,,No trade180.push entries found in response text
Powerburst of vitality (4),1000,https://runescape.wiki/w/Exchange:Powerburst_of_vitality_(4),4580,4580000,49095,https://secure.runescape.com/m=itemdb_rs/Powerburst+of+vitality+%284%29/viewitem?obj=49095,,No trade180.push entries found in response text
Giant frog legs,1000,https://runescape.wiki/w/Exchange:Giant_frog_legs,4576,4576000,4517,https://secure.runescape.com/m=itemdb_rs/Giant+frog+legs/viewitem?obj=4517,,No trade180.push entries found in response text
Crystal body,5,https://runescape.wiki/w/Exchange:Crystal_body,914389,4571945,35404,https://secure.runescape.com/m=itemdb_rs/Crystal+body/viewitem?obj=35404,,No trade180.push entries found in response text
Super attack (3),1000,https://runescape.wiki/w/Exchange:Super_attack_(3),4570,4570000,145,https://secure.runescape.com/m=itemdb_rs/Super+attack+%283%29/viewitem?obj=145,,No trade180.push entries found in response text
Rune armoured boots + 3,100,https://runescape.wiki/w/Exchange:Rune_armoured_boots_%2B_3,45614,4561400,46925,https://secure.runescape.com/m=itemdb_rs/Rune+armoured+boots+%2B+3/viewitem?obj=46925,157,
Fiyr remains,1000,https://runescape.wiki/w/Exchange:Fiyr_remains,4554,4554000,3404,https://secure.runescape.com/m=itemdb_rs/Fiyr+remains/viewitem?obj=3404,,No trade180.push entries found in response text
Winterwold ram (unchecked),100,https://runescape.wiki/w/Exchange:Winterwold_ram_(unchecked),45433,4543300,43641,https://secure.runescape.com/m=itemdb_rs/Winterwold+ram+%28unchecked%29/viewitem?obj=43641,,No trade180.push entries found in response text
Incandescent energy,25000,https://runescape.wiki/w/Exchange:Incandescent_energy,181,4525000,29324,https://secure.runescape.com/m=itemdb_rs/Incandescent+energy/viewitem?obj=29324,,No trade180.push entries found in response text
Axeman's folly (m3),100,https://runescape.wiki/w/Exchange:Axeman%27s_folly_(m3),45249,4524900,5903,https://secure.runescape.com/m=itemdb_rs/Axeman%27s+folly+%28m3%29/viewitem?obj=5903,,No trade180.push entries found in response text
Primal dessert,1000,https://runescape.wiki/w/Exchange:Primal_dessert,4523,4523000,48686,https://secure.runescape.com/m=itemdb_rs/Primal+dessert/viewitem?obj=48686,,No trade180.push entries found in response text
Rune off hand scimitar + 1,100,https://runescape.wiki/w/Exchange:Rune_off_hand_scimitar_%2B_1,45174,4517400,46739,https://secure.runescape.com/m=itemdb_rs/Rune+off+hand+scimitar+%2B+1/viewitem?obj=46739,,No trade180.push entries found in response text
Amulet of bountiful harvest (new),5000,https://runescape.wiki/w/Exchange:Amulet_of_bountiful_harvest_(new),903,4515000,39361,https://secure.runescape.com/m=itemdb_rs/Amulet+of+bountiful+harvest+%28new%29/viewitem?obj=39361,110,
Adamant chainbody + 1,100,https://runescape.wiki/w/Exchange:Adamant_chainbody_%2B_1,45099,4509900,45027,https://secure.runescape.com/m=itemdb_rs/Adamant+chainbody+%2B+1/viewitem?obj=45027,,No trade180.push entries found in response text
Biscuits,1000,https://runescape.wiki/w/Exchange:Biscuits,4509,4509000,47385,https://secure.runescape.com/m=itemdb_rs/Biscuits/viewitem?obj=47385,,No trade180.push entries found in response text
Khazard teleport (item),1000,https://runescape.wiki/w/Exchange:Khazard_teleport_(item),4497,4497000,50558,https://secure.runescape.com/m=itemdb_rs/Khazard+teleport+%28item%29/viewitem?obj=50558,,No trade180.push entries found in response text
Ashes,10000,https://runescape.wiki/w/Exchange:Ashes,449,4490000,592,https://secure.runescape.com/m=itemdb_rs/Ashes/viewitem?obj=592,,No trade180.push entries found in response text
Super Zamorak brew (4),1000,https://runescape.wiki/w/Exchange:Super_Zamorak_brew_(4),4488,4488000,28199,https://secure.runescape.com/m=itemdb_rs/Super+Zamorak+brew+%284%29/viewitem?obj=28199,,No trade180.push entries found in response text
Harvest potion (4),1000,https://runescape.wiki/w/Exchange:Harvest_potion_(4),4486,4486000,48968,https://secure.runescape.com/m=itemdb_rs/Harvest+potion+%284%29/viewitem?obj=48968,53,
Moreish honeycomb,5000,https://runescape.wiki/w/Exchange:Moreish_honeycomb,895,4475000,52837,https://secure.runescape.com/m=itemdb_rs/Moreish+honeycomb/viewitem?obj=52837,,No trade180.push entries found in response text
Super cooking potion (3),1000,https://runescape.wiki/w/Exchange:Super_cooking_potion_(3),4474,4474000,49002,https://secure.runescape.com/m=itemdb_rs/Super+cooking+potion+%283%29/viewitem?obj=49002,,No trade180.push entries found in response text
Rune off hand battleaxe + 2,100,https://runescape.wiki/w/Exchange:Rune_off_hand_battleaxe_%2B_2,44711,4471100,46802,https://secure.runescape.com/m=itemdb_rs/Rune+off+hand+battleaxe+%2B+2/viewitem?obj=46802,,No trade180.push entries found in response text
Fallfaced ram (unchecked),100,https://runescape.wiki/w/Exchange:Fallfaced_ram_(unchecked),44583,4458300,43643,https://secure.runescape.com/m=itemdb_rs/Fallfaced+ram+%28unchecked%29/viewitem?obj=43643,,No trade180.push entries found in response text
Elder rune full helm,100,https://runescape.wiki/w/Exchange:Elder_rune_full_helm,44564,4456400,45655,https://secure.runescape.com/m=itemdb_rs/Elder+rune+full+helm/viewitem?obj=45655,,No trade180.push entries found in response text
Meerkat scroll (Fetch Casket),300,https://runescape.wiki/w/Exchange:Meerkat_scroll_(Fetch_Casket),14843,4452900,19621,https://secure.runescape.com/m=itemdb_rs/Meerkat+scroll+%28Fetch+Casket%29/viewitem?obj=19621,41732,
Waterbirth teleport (item),1000,https://runescape.wiki/w/Exchange:Waterbirth_teleport_(item),4451,4451000,50555,https://secure.runescape.com/m=itemdb_rs/Waterbirth+teleport+%28item%29/viewitem?obj=50555,,No trade180.push entries found in response text
Tiny spiky bronze salvage,25000,https://runescape.wiki/w/Exchange:Tiny_spiky_bronze_salvage,178,4450000,47086,https://secure.runescape.com/m=itemdb_rs/Tiny+spiky+bronze+salvage/viewitem?obj=47086,,No trade180.push entries found in response text
Mycelial webbing,5000,https://runescape.wiki/w/Exchange:Mycelial_webbing,888,4440000,43995,https://secure.runescape.com/m=itemdb_rs/Mycelial+webbing/viewitem?obj=43995,,No trade180.push entries found in response text
Tempered fungal shaft,30000,https://runescape.wiki/w/Exchange:Tempered_fungal_shaft,148,4440000,53083,https://secure.runescape.com/m=itemdb_rs/Tempered+fungal+shaft/viewitem?obj=53083,5270920,
Juju woodcutting potion (1),1000,https://runescape.wiki/w/Exchange:Juju_woodcutting_potion_(1),4439,4439000,20018,https://secure.runescape.com/m=itemdb_rs/Juju+woodcutting+potion+%281%29/viewitem?obj=20018,,No trade180.push entries found in response text
Wolf bones,1000,https://runescape.wiki/w/Exchange:Wolf_bones,4438,4438000,2859,https://secure.runescape.com/m=itemdb_rs/Wolf+bones/viewitem?obj=2859,,No trade180.push entries found in response text
Harpoon,5000,https://runescape.wiki/w/Exchange:Harpoon,887,4435000,311,https://secure.runescape.com/m=itemdb_rs/Harpoon/viewitem?obj=311,,No trade180.push entries found in response text
Scimitops meat,1000,https://runescape.wiki/w/Exchange:Scimitops_meat,4429,4429000,47954,https://secure.runescape.com/m=itemdb_rs/Scimitops+meat/viewitem?obj=47954,,No trade180.push entries found in response text
Tiny blunt bronze salvage,25000,https://runescape.wiki/w/Exchange:Tiny_blunt_bronze_salvage,177,4425000,47096,https://secure.runescape.com/m=itemdb_rs/Tiny+blunt+bronze+salvage/viewitem?obj=47096,,No trade180.push entries found in response text
Poison bomb,1000,https://runescape.wiki/w/Exchange:Poison_bomb,4418,4418000,48954,https://secure.runescape.com/m=itemdb_rs/Poison+bomb/viewitem?obj=48954,,No trade180.push entries found in response text
Black hatchet,1000,https://runescape.wiki/w/Exchange:Black_hatchet,4417,4417000,1361,https://secure.runescape.com/m=itemdb_rs/Black+hatchet/viewitem?obj=1361,836,
Super invention (4),1000,https://runescape.wiki/w/Exchange:Super_invention_(4),4417,4417000,44085,https://secure.runescape.com/m=itemdb_rs/Super+invention+%284%29/viewitem?obj=44085,,No trade180.push entries found in response text
